fips	type	county	county_abbr	state	state_abbr	region	vulnerability	latitude	longitude	population	pph
2100	county	Haines Borough	Haines	Alaska	AK	10	12.32602698	59.099905	-135.578102	2534	2.01
2105	county	Hoonah-Angoon Census Area	Hoonah-Angoon	Alaska	AK	10	15.06581028	58.076434	-135.1851	2133	2.23
2110	county	Juneau City and Borough	Juneau	Alaska	AK	10	8.68236799	58.3727	-134.178781	32756	2.58
2122	county	Kenai Peninsula Borough	Kenai Peninsula	Alaska	AK	10	10.9955189	60.366373	-152.321973	58059	2.5
2130	county	Ketchikan Gateway Borough	Ketchikan Gateway	Alaska	AK	10	10.23705269	55.449938	-131.106685	13709	2.5
2150	county	Kodiak Island Borough	Kodiak Island	Alaska	AK	10	10.87452889	57.553611	-153.630911	13889	2.97
2164	county	Lake and Peninsula Borough	Lake and Peninsula	Alaska	AK	10	13.29963768	58.205065	-156.705188	1563	2.83
2170	county	Matanuska-Susitna Borough	Matanuska Susitna	Alaska	AK	10	9.463824544	62.182174	-149.407974	101095	2.89
2180	county	Nome Census Area	Nome	Alaska	AK	10	15.27333489	64.783686	-164.188912	9846	3.37
2185	county	North Slope Borough	North Slope	Alaska	AK	10	10.91466071	69.449343	-153.47283	9687	3.48
2188	county	Northwest Arctic Borough	Northwest Arctic	Alaska	AK	10	14.37071006	67.005066	-160.021086	7752	4
2195	county	Petersburg Census Area	Petersburg	Alaska	AK	10	11.19092997	56.639612	-133.527996	3177	2.2
2198	county	Prince of Wales-Hyder Census Area	Prince of Wales Hyder	Alaska	AK	10	12.58155644	55.415683	-132.875734	6341	2.49
2220	county	Sitka City and Borough	Sitka	Alaska	AK	10	10.75835738	57.142508	-135.332624	8863	2.42
2230	county	Skagway Municipality	Skagway	Alaska	AK	10	8.01863354	59.575097	-135.335418	1057	2.23
2240	county	Southeast Fairbanks Census Area	Southeast Fairbanks	Alaska	AK	10	13.03786815	63.864997	-143.218628	6839	2.84
2261	county	Valdez-Cordova Census Area	Valdez Cordova	Alaska	AK	10	9.086737721	61.34984	-145.023141	9362	2.73
2270	county	Wade Hampton Census Area	Wade Hampton	Alaska	AK	10	17.77097075	62.283174	-163.19095	8119	4.39
2275	county	Wrangell City and Borough	Wrangell	Alaska	AK	10	15.54423408	56.279121	-132.040325	2382	2.01
2282	county	Yakutat City and Borough	Yakutat	Alaska	AK	10	11.40233564	59.999083	-140.239593	613	2.15
2290	county	Yukon-Koyukuk Census Area	Yukon Koyukuk	Alaska	AK	10	15.86858134	65.376131	-151.576855	5533	2.72
4001	county	Apache County	Apache	Arizona	AZ	9	21.22122285	35.385845	-109.493747	71474	3.7
4003	county	Cochise County	Cochise	Arizona	AZ	9	15.31514833	31.881793	-109.75412	126427	2.47
4005	county	Coconino County	Coconino	Arizona	AZ	9	13.94907584	35.829692	-111.773728	139097	2.74
4007	county	Gila County	Gila	Arizona	AZ	9	17.85993839	33.789618	-110.81187	53159	2.54
4009	county	Graham County	Graham	Arizona	AZ	9	14.33086661	32.931828	-109.87831	37666	3.01
4011	county	Greenlee County	Greenlee	Arizona	AZ	9	11.26589545	33.238872	-109.242323	9529	2.54
4012	county	La Paz County	La Paz	Arizona	AZ	9	20.07738989	33.727625	-114.038793	20152	1.97
4013	county	Maricopa County	Maricopa	Arizona	AZ	9	12.3034849	33.346541	-112.495534	4167947	2.72
4015	county	Mohave County	Mohave	Arizona	AZ	9	17.40802317	35.717705	-113.749689	204737	2.43
4017	county	Navajo County	Navajo	Arizona	AZ	9	20.06680078	35.390934	-110.320908	108277	3.05
4019	county	Pima County	Pima	Arizona	AZ	9	14.03818226	32.128237	-111.783018	1010025	2.5
4021	county	Pinal County	Pinal	Arizona	AZ	9	12.95723724	32.91891	-111.367257	406584	2.87
4023	county	Santa Cruz County	Santa Cruz	Arizona	AZ	9	13.65220649	31.525904	-110.84519	46461	3.11
4025	county	Yavapai County	Yavapai	Arizona	AZ	9	16.04617433	34.630044	-112.573745	222255	2.28
4027	county	Yuma County	Yuma	Arizona	AZ	9	13.8214177	32.773942	-113.910905	204275	2.73
5001	county	Arkansas County	Arkansas	Arkansas	AR	6	15.60910689	34.289573	-91.376547	18433	2.36
5003	county	Ashley County	Ashley	Arkansas	AR	6	16.1317669	33.190835	-91.772267	20838	2.47
5005	county	Baxter County	Baxter	Arkansas	AR	6	17.74204545	36.28071	-92.330438	41053	2.24
5007	county	Benton County	Benton	Arkansas	AR	6	10.85072838	36.337825	-94.256187	249672	2.74
5009	county	Boone County	Boone	Arkansas	AR	6	15.56888798	36.304308	-93.079204	37222	2.43
5011	county	Bradley County	Bradley	Arkansas	AR	6	18.46194794	33.463819	-92.168164	11094	2.32
5013	county	Calhoun County	Calhoun	Arkansas	AR	6	16.86998002	33.56046	-92.513879	5229	2.55
5015	county	Carroll County	Carroll	Arkansas	AR	6	16.33233362	36.337774	-93.541663	27704	2.47
5017	county	Chicot County	Chicot	Arkansas	AR	6	21.45447154	33.267139	-91.297158	11027	2.41
5019	county	Clark County	Clark	Arkansas	AR	6	15.44190779	34.053312	-93.176205	22633	2.41
5021	county	Clay County	Clay	Arkansas	AR	6	17.5172737	36.367302	-90.418704	15109	2.3
5023	county	Cleburne County	Cleburne	Arkansas	AR	6	16.23902364	35.566288	-92.059974	25467	2.47
5025	county	Cleveland County	Cleveland	Arkansas	AR	6	15.62297918	33.893201	-92.188714	8311	2.56
5027	county	Columbia County	Columbia	Arkansas	AR	6	16.47005006	33.21507	-93.226901	24114	2.43
5029	county	Conway County	Conway	Arkansas	AR	6	16.21825297	35.265702	-92.689248	21019	2.57
5031	county	Craighead County	Craighead	Arkansas	AR	6	13.79458128	35.828268	-90.630411	104354	2.51
5033	county	Crawford County	Crawford	Arkansas	AR	6	14.25071597	35.583041	-94.236224	61703	2.62
5035	county	Crittenden County	Crittenden	Arkansas	AR	6	14.90833907	35.211878	-90.315331	48963	2.72
5037	county	Cross County	Cross	Arkansas	AR	6	15.96941302	35.291259	-90.773894	17284	2.57
5039	county	Dallas County	Dallas	Arkansas	AR	6	18.05182132	33.967823	-92.653999	7604	2.32
5041	county	Desha County	Desha	Arkansas	AR	6	19.21143437	33.828748	-91.244427	11965	2.39
5043	county	Drew County	Drew	Arkansas	AR	6	16.23591437	33.587242	-91.722778	18778	2.37
5045	county	Faulkner County	Faulkner	Arkansas	AR	6	11.24634661	35.146356	-92.324654	121552	2.62
5047	county	Franklin County	Franklin	Arkansas	AR	6	15.86331528	35.508573	-93.887672	17702	2.61
5049	county	Fulton County	Fulton	Arkansas	AR	6	19.00290713	36.383443	-91.819239	12204	2.35
5051	county	Garland County	Garland	Arkansas	AR	6	17.10666096	34.578861	-93.146915	97177	2.37
5053	county	Grant County	Grant	Arkansas	AR	6	13.15708549	34.288063	-92.423984	18102	2.59
5055	county	Greene County	Greene	Arkansas	AR	6	14.56243238	36.119922	-90.565241	44196	2.53
5057	county	Hempstead County	Hempstead	Arkansas	AR	6	16.56234983	33.728611	-93.665809	22084	2.67
5059	county	Hot Spring County	Hot Spring	Arkansas	AR	6	15.78973784	34.315177	-92.944147	33426	2.58
5061	county	Howard County	Howard	Arkansas	AR	6	15.98635636	34.083179	-93.990988	13300	2.6
5063	county	Independence County	Independence	Arkansas	AR	6	14.61083957	35.737499	-91.559942	37052	2.46
5065	county	Izard County	Izard	Arkansas	AR	6	18.48135655	36.094879	-91.913625	13445	2.26
5067	county	Jackson County	Jackson	Arkansas	AR	6	17.55840284	35.596605	-91.223178	17338	2.28
5069	county	Jefferson County	Jefferson	Arkansas	AR	6	16.05700024	34.277695	-91.930701	71565	2.47
5071	county	Johnson County	Johnson	Arkansas	AR	6	15.73142342	35.573359	-93.466322	26141	2.49
5073	county	Lafayette County	Lafayette	Arkansas	AR	6	18.85440059	33.24066	-93.611643	6996	2.7
5075	county	Lawrence County	Lawrence	Arkansas	AR	6	15.95729775	36.041098	-91.101153	16779	2.52
5077	county	Lee County	Lee	Arkansas	AR	6	21.33331442	34.77975	-90.779288	9650	2.54
5079	county	Lincoln County	Lincoln	Arkansas	AR	6	16.33932234	33.957665	-91.727624	13820	2.53
5081	county	Little River County	Little River	Arkansas	AR	6	15.21987431	33.699497	-94.229774	12472	2.41
5083	county	Logan County	Logan	Arkansas	AR	6	16.10109719	35.218549	-93.720563	21714	2.63
5085	county	Lonoke County	Lonoke	Arkansas	AR	6	11.78099557	34.755114	-91.894132	71645	2.74
5087	county	Madison County	Madison	Arkansas	AR	6	15.57720829	36.012545	-93.724053	15767	2.58
5089	county	Marion County	Marion	Arkansas	AR	6	18.5848576	36.266656	-92.678588	16185	2.34
5091	county	Miller County	Miller	Arkansas	AR	6	15.13522218	33.305505	-93.901509	43908	2.49
5093	county	Mississippi County	Mississippi	Arkansas	AR	6	16.72922651	35.766943	-90.052209	43738	2.64
5095	county	Monroe County	Monroe	Arkansas	AR	6	19.835008	34.679513	-91.203314	7399	2.33
5097	county	Montgomery County	Montgomery	Arkansas	AR	6	20.5831659	34.545652	-93.664147	8970	2.39
5099	county	Nevada County	Nevada	Arkansas	AR	6	17.65131108	33.666699	-93.305072	8558	2.41
5101	county	Newton County	Newton	Arkansas	AR	6	17.98991651	35.910062	-93.215084	7913	2.32
5103	county	Ouachita County	Ouachita	Arkansas	AR	6	18.58059452	33.591158	-92.878418	24358	2.36
5105	county	Perry County	Perry	Arkansas	AR	6	15.23173273	34.946363	-92.926877	10189	2.61
5107	county	Phillips County	Phillips	Arkansas	AR	6	20.95966031	34.425842	-90.848386	19513	2.52
5109	county	Pike County	Pike	Arkansas	AR	6	18.193614	34.158191	-93.658659	10824	2.55
5111	county	Poinsett County	Poinsett	Arkansas	AR	6	16.98999517	35.568981	-90.680595	24040	2.56
5113	county	Polk County	Polk	Arkansas	AR	6	19.04030887	34.490915	-94.230884	20216	2.53
5115	county	Pope County	Pope	Arkansas	AR	6	14.43312549	35.455297	-93.031535	63390	2.63
5117	county	Prairie County	Prairie	Arkansas	AR	6	17.26147793	34.828225	-91.557199	8291	2.26
5119	county	Pulaski County	Pulaski	Arkansas	AR	6	12.62249304	34.773988	-92.316515	392664	2.47
5121	county	Randolph County	Randolph	Arkansas	AR	6	16.70777566	36.341298	-91.028441	17469	2.42
5123	county	St. Francis County	St. Francis	Arkansas	AR	6	19.65030136	35.014438	-90.742199	26589	2.57
5125	county	Saline County	Saline	Arkansas	AR	6	12.37120735	34.648525	-92.674463	117460	2.62
5127	county	Scott County	Scott	Arkansas	AR	6	17.0835087	34.858869	-94.063641	10513	2.55
5129	county	Searcy County	Searcy	Arkansas	AR	6	19.24617983	35.90966	-92.699351	7869	2.43
5131	county	Sebastian County	Sebastian	Arkansas	AR	6	15.76122104	35.196981	-94.274989	127780	2.53
5133	county	Sevier County	Sevier	Arkansas	AR	6	14.9332038	33.994608	-94.24329	17290	2.95
5135	county	Sharp County	Sharp	Arkansas	AR	6	18.2742535	36.173399	-91.471069	16912	2.42
5137	county	Stone County	Stone	Arkansas	AR	6	20.00174271	35.856989	-92.140494	12456	2.41
5139	county	Union County	Union	Arkansas	AR	6	16.22073294	33.168219	-92.598145	40144	2.45
5141	county	Van Buren County	Van Buren	Arkansas	AR	6	17.17331288	35.582959	-92.515977	16771	2.4
5143	county	Washington County	Washington	Arkansas	AR	6	13.23091917	35.971209	-94.218417	225477	2.53
5145	county	White County	White	Arkansas	AR	6	13.70761228	35.254722	-91.753158	79161	2.5
5147	county	Woodruff County	Woodruff	Arkansas	AR	6	18.28790705	35.189071	-91.244418	6741	2.29
5149	county	Yell County	Yell	Arkansas	AR	6	16.32300697	34.997713	-93.408303	21713	2.74
6001	county	Alameda County	Alameda	California	CA	9	12.68817035	37.648081	-121.913304	1638215	2.76
6003	county	Alpine County	Alpine	California	CA	9	15.11301248	38.61761	-119.798999	1110	2.9
6005	county	Amador County	Amador	California	CA	9	14.52188088	38.44355	-120.653856	37001	2.32
6007	county	Butte County	Butte	California	CA	9	15.6504778	39.665959	-121.601919	225411	2.53
6009	county	Calaveras County	Calaveras	California	CA	9	14.83832937	38.187844	-120.555115	44828	2.38
6011	county	Colusa County	Colusa	California	CA	9	12.01261482	39.177739	-122.237563	21482	3.07
6013	county	Contra Costa County	Contra Costa	California	CA	9	11.44701532	37.919479	-121.951543	1126745	2.81
6015	county	Del Norte County	Del Norte	California	CA	9	16.67575084	41.749903	-123.980998	27254	2.58
6017	county	El Dorado County	El Dorado	California	CA	9	11.09694767	38.785532	-120.534398	184452	2.64
6019	county	Fresno County	Fresno	California	CA	9	15.88082306	36.761006	-119.655019	974861	3.18
6021	county	Glenn County	Glenn	California	CA	9	14.7148845	39.602546	-122.4017	28017	2.87
6023	county	Humboldt County	Humboldt	California	CA	9	14.39169577	40.706673	-123.925818	135727	2.44
6025	county	Imperial County	Imperial	California	CA	9	13.94462999	33.040816	-115.355395	180191	3.42
6027	county	Inyo County	Inyo	California	CA	9	13.75468741	36.561977	-117.403927	18260	2.3
6029	county	Kern County	Kern	California	CA	9	13.59811465	35.346629	-118.729506	882176	3.19
6031	county	Kings County	Kings	California	CA	9	12.793083	36.072478	-119.81553	150965	3.28
6033	county	Lake County	Lake	California	CA	9	17.20480879	39.094802	-122.746757	64591	2.38
6035	county	Lassen County	Lassen	California	CA	9	13.13884615	40.721089	-120.629931	31345	2.36
6037	county	Los Angeles County	Los Angeles	California	CA	9	13.5426771	34.196398	-118.261862	10170292	3.01
6039	county	Madera County	Madera	California	CA	9	14.23181574	37.210039	-119.749852	154998	3.37
6041	county	Marin County	Marin	California	CA	9	10.75822117	38.051817	-122.745974	261221	2.39
6043	county	Mariposa County	Mariposa	California	CA	9	15.31026322	37.570033	-119.91286	17531	2.36
6045	county	Mendocino County	Mendocino	California	CA	9	14.9552534	39.432388	-123.442881	87649	2.52
6047	county	Merced County	Merced	California	CA	9	15.8408884	37.194806	-120.722802	268455	3.36
6049	county	Modoc County	Modoc	California	CA	9	17.03491749	41.592918	-120.71837	8965	2.23
6051	county	Mono County	Mono	California	CA	9	9.554671151	37.915836	-118.875167	13909	2.65
6053	county	Monterey County	Monterey	California	CA	9	11.85027832	36.240107	-121.315573	433898	3.2
6055	county	Napa County	Napa	California	CA	9	11.24088314	38.507351	-122.325995	142456	2.69
6057	county	Nevada County	Nevada	California	CA	9	12.80285029	39.295191	-120.773446	98877	2.38
6059	county	Orange County	Orange	California	CA	9	11.9824848	33.675687	-117.777207	3169776	3.02
6061	county	Placer County	Placer	California	CA	9	10.8272589	39.062032	-120.722718	375391	2.66
6063	county	Plumas County	Plumas	California	CA	9	15.42146703	39.99517	-120.829515	18409	2.13
6065	county	Riverside County	Riverside	California	CA	9	12.51672661	33.729828	-116.002239	2361026	3.21
6067	county	Sacramento County	Sacramento	California	CA	9	14.52952519	38.450011	-121.340441	1501335	2.72
6069	county	San Benito County	San Benito	California	CA	9	10.39852599	36.610702	-121.085296	58792	3.28
6071	county	San Bernardino County	San Bernardino	California	CA	9	12.47731098	34.85722	-116.181197	2128133	3.33
6073	county	San Diego County	San Diego	California	CA	9	12.03207891	33.023604	-116.776117	3299521	2.83
6075	county	San Francisco County	San Francisco	California	CA	9	15.03856866	37.727239	-123.032229	864816	2.31
6077	county	San Joaquin County	San Joaquin	California	CA	9	14.09396442	37.935034	-121.272237	726106	3.14
6079	county	San Luis Obispo County	San Luis Obispo	California	CA	9	11.8914234	35.385227	-120.44754	281401	2.5
6081	county	San Mateo County	San Mateo	California	CA	9	11.42575245	37.414664	-122.371542	765135	2.79
6083	county	Santa Barbara County	Santa Barbara	California	CA	9	12.04801675	34.537378	-120.038485	444769	2.89
6085	county	Santa Clara County	Santa Clara	California	CA	9	12.37472637	37.220777	-121.690622	1918044	2.92
6087	county	Santa Cruz County	Santa Cruz	California	CA	9	10.68627356	37.012488	-122.007205	274146	2.72
6089	county	Shasta County	Shasta	California	CA	9	15.49182995	40.760521	-122.04355	179533	2.54
6091	county	Sierra County	Sierra	California	CA	9	15.72164179	39.576925	-120.521993	2967	2.45
6093	county	Siskiyou County	Siskiyou	California	CA	9	16.59040836	41.587986	-122.533287	43554	2.26
6095	county	Solano County	Solano	California	CA	9	11.60159631	38.267226	-121.939594	436092	2.85
6097	county	Sonoma County	Sonoma	California	CA	9	11.28787465	38.532574	-122.945194	502146	2.57
6099	county	Stanislaus County	Stanislaus	California	CA	9	14.30324825	37.562384	-121.002656	538388	3.07
6101	county	Sutter County	Sutter	California	CA	9	14.90020096	39.035257	-121.702758	96463	2.95
6103	county	Tehama County	Tehama	California	CA	9	15.14977786	40.126156	-122.232276	63308	2.66
6105	county	Trinity County	Trinity	California	CA	9	17.5631287	40.647724	-123.114404	13069	2.35
6107	county	Tulare County	Tulare	California	CA	9	15.30857142	36.230453	-118.780542	459863	3.35
6109	county	Tuolumne County	Tuolumne	California	CA	9	14.73987987	38.021451	-119.964708	53709	2.31
6111	county	Ventura County	Ventura	California	CA	9	10.82018167	34.358741	-119.133143	850536	3.06
6113	county	Yolo County	Yolo	California	CA	9	12.60238829	38.679268	-121.903178	213016	2.76
6115	county	Yuba County	Yuba	California	CA	9	14.8307486	39.270026	-121.34428	74492	2.93
8001	county	Adams County	Adams	Colorado	CO	8	10.66206278	39.874325	-104.331872	491337	2.93
8003	county	Alamosa County	Alamosa	Colorado	CO	8	16.01742229	37.568442	-105.788041	16496	2.51
8005	county	Arapahoe County	Arapahoe	Colorado	CO	8	10.62205413	39.644632	-104.331733	631096	2.58
8007	county	Archuleta County	Archuleta	Colorado	CO	8	13.08048423	37.202395	-107.050863	12352	2.45
8009	county	Baca County	Baca	Colorado	CO	8	17.78417542	37.303144	-102.535457	3615	2.2
8011	county	Bent County	Bent	Colorado	CO	8	19.28689341	37.931891	-103.077584	5830	2.17
8013	county	Boulder County	Boulder	Colorado	CO	8	9.716772487	40.094826	-105.398382	319372	2.42
8014	county	Broomfield County	Broomfield	Colorado	CO	8	8.472279938	39.953382	-105.052125	65065	2.59
8015	county	Chaffee County	Chaffee	Colorado	CO	8	12.88315516	38.738246	-106.316972	18658	2.15
8017	county	Cheyenne County	Cheyenne	Colorado	CO	8	14.6574418	38.835386	-102.604585	1829	2.55
8019	county	Clear Creek County	Clear Creek	Colorado	CO	8	9.662882992	39.689403	-105.670791	9303	2.21
8021	county	Conejos County	Conejos	Colorado	CO	8	17.07633125	37.213406	-106.176447	8130	2.64
8023	county	Costilla County	Costilla	Colorado	CO	8	22.10340909	37.277547	-105.42894	3584	2.61
8025	county	Crowley County	Crowley	Colorado	CO	8	20.80269351	38.321956	-103.787562	5562	3.4
8027	county	Custer County	Custer	Colorado	CO	8	13.97954545	38.101994	-105.373515	4445	2.06
8029	county	Delta County	Delta	Colorado	CO	8	14.4737132	38.861756	-107.864757	29979	2.33
8031	county	Denver County	Denver	Colorado	CO	8	12.2484383	39.761849	-104.880625	682545	2.27
8033	county	Dolores County	Dolores	Colorado	CO	8	15.23017032	37.747602	-108.530383	1978	2.19
8035	county	Douglas County	Douglas	Colorado	CO	8	6.550035297	39.326435	-104.926199	322387	2.82
8037	county	Eagle County	Eagle	Colorado	CO	8	7.274949548	39.630638	-106.692944	53605	2.9
8039	county	Elbert County	Elbert	Colorado	CO	8	7.907803995	39.310817	-104.117928	24735	2.81
8041	county	El Paso County	El Paso	Colorado	CO	8	10.38298605	38.827383	-104.527472	674471	2.6
8043	county	Fremont County	Fremont	Colorado	CO	8	15.44316061	38.455658	-105.421438	46692	2.1
8045	county	Garfield County	Garfield	Colorado	CO	8	9.860719336	39.599352	-107.90978	58095	2.76
8047	county	Gilpin County	Gilpin	Colorado	CO	8	8.88400627	39.861082	-105.528947	5828	2.16
8049	county	Grand County	Grand	Colorado	CO	8	9.363374031	40.123289	-106.095876	14615	2.72
8051	county	Gunnison County	Gunnison	Colorado	CO	8	8.922521003	38.669679	-107.078108	16067	2.27
8053	county	Hinsdale County	Hinsdale	Colorado	CO	8	12.61778523	37.811625	-107.383405	774	2.06
8055	county	Huerfano County	Huerfano	Colorado	CO	8	19.28464536	37.687815	-104.959928	6492	2
8057	county	Jackson County	Jackson	Colorado	CO	8	12.97847274	40.663432	-106.329248	1356	2.08
